1009944,1013245,Leonard, All I'm saying is give me a headsup,JOKE,,,,
1016482,1022886,Leonard, And don't let him go on Space Mountain after he eats He'll say he can handle it but I promise you'll end up with churro puke on your shoes,JOKE~,,,,
1022887,1025788,Penny, All right got it Is there anything else?,SENTENCE,,,,
1025789,1030024,Leonard, Yeah don't let Goofy near him He'll have nightmares and I'll have to deal with it,JOKE~,,,,
1030025,1031625,Penny, What's the problem with Goofy?,SENTENCE,,,,
1031626,1034794,Leonard, Wish I knew He's fine with Pluto,JOKE,,,,
1049610,1052778,Howard, Well that's it We're officially out of things to talk about,JOKE,,,,
1057083,1060352,Leonard, It's 1000 Where have you been? We stayed,SENTENCE,,,,
1060353,1065123,Sheldon, for the California Adventure water show It was pure Disney magic,JOKE~,,,,
1066024,1067591,Leonard, I was going to see that with him,SENTENCE,,,,
1067592,1069192,Penny, How was I supposed to know that?,SENTENCE,,,,
1069193,1071527,Sheldon, It's all right I'll see it again with you,SENTENCE,,,,
1071528,1073729,Leonard, And I have food here You said you were ing to call,SENTENCE,,,,
1075998,1079066,Penny, No you already threw up once Go put on your PJs and brush your teeth,JOKE,,,,
1081569,1083436,Sheldon, Okay but just don't fight,SENTENCE,,,,
1083437,1085572,Penny, Wee not fighting Just go,JOKE,,,,
1088476,1090810,???, Aren't you going to thank Penny for taki you to Disneyland?,SENTENCE,,,,
1090811,1093178,Sheldon, Thank you Penny,JOKE~,,,,
1096449,1098249,Leonard, Want a cup of coffee?,SENTENCE,,,,
1098250,1101585,Penny, Oh um I should probably get going,SENTENCE,,,,
1101586,1105922,Leonard, Come on It's just a cup of coffee,JOKE,,,,
1112395,1116531,Howard (to Raj who has whispered to him), Uh yeah the whole thing seems a little twisted to me too,JOKE~,,,,
1118667,1139244,Penny, Sheldon's churro on my shoes He's such an angel when he's asleep,JOKE,,,,
1141113,1143281,Leonard, Shame he has to wake up,JOKE,,,,
1146017,1147851,Penny, I think we can do it,SENTENCE,,,,
1147852,1152388,Leonard, Smother Sheldon in his sleep? Wouldn't that be wrong?,JOKE~,,,,
1153123,1156558,Penny, No be friends You and me,SENTENCE,,,,
1173407,1177409,Leonard, Kidding Just a couple of friends goofin' around,JOKE~,,,,
1178344,1180145,Sheldon (in his sleep), No Goofy no,JOKE~,,,,
2790,4357,Sheldon, Hold,JOKE~,,,,
8662,11930,Sheldon, Do you have allergies? No Is there too much pepper on your salad?,SENTENCE,,,,
11931,13065,Raj, I don't put pepper on salads,SENTENCE,,,,
13066,14266,Sheldon, I've heard enough Sit over there,SENTENCE,,,,
14267,17969,Raj, Oh come on I don't want to sit by myself,SENTENCE,,,,
17970,21082,Sheldon, That's what Typhoid Mary said and clearly her friends buckled,JOKE,,,,
24029,27604,Leonard, Yeah it's just one sneeze You're on your own See you buddy,JOKE,,,,
29617,39446,Sheldon, Oh Leonard I have something for you Per our roommate agreement this is your 24hour notice that I will be having a nonrelated female spending two nights in our apartment,JOKE~,,,,
45536,55164,Sheldon, Of course Pets are banned under the roommate agreement with the exception of service animals such as seeing eye dogs and one day cybernetically enhanced helper monkeys,SENTENCE,,,,
55165,59429,Howard, Are you planning on kidnapping a woman?,JOKE,,,,
60771,64462,Howard, Yes but mixed with genuine concern,JOKE,,,,
64463,69227,Sheldon, For your information I'll be playing host to Dr Elizabeth Plimpton,SENTENCE,,,,
71875,89013,Sheldon, Yes And until you acquire a surgical mask please address your comments to me through a napkin We've been corresponding for years about our mutual interest in gravitational wave signatures of inflatons in the early universe And now she's under consideration for a position at our university,SENTENCE,,,,
89014,93969,Leonard, Why didn't you tell me you knew Elizabeth Plimpton? I am a huge fan of hers,SENTENCE,,,,
101807,104320,Leonard, Okay fine Where is she going to sleep?,SENTENCE,,,,
106463,112721,Raj, Holy crap Holy crap,JOKE~,,,,
112722,115097,Howard, Yeah um I have a twopart question,SENTENCE,,,,
121012,128042,Sheldon, A) I rarely kid And B) when I do kid you will know it by my use of the word bazinga,JOKE,,,,
141513,147397,Leonard, Thank you Why is a world renowned scientist staying in our apartment instead of a hotel?,SENTENCE,,,,
147398,163978,Sheldon, Well she doesn't care for hotels And who can blame her? Windows that don't open multiuser linens keys shaped like credit cards as if one walks around with unassigned slots in one's wallet All right I believe I have time for one more question Yes Raj?,JOKE~,,,,
163979,165917,Raj, When can I sit with you again?,SENTENCE,,,,
165918,177014,Sheldon, When I've seen two consecutive negative throat cultures spaced 12 hours apart You know the drill All right if you'll excuse me I am off to start a prophylactic course of antibiotics,JOKE~,,,,
178953,181893,Leonard, I can't believe he's friends with Elizabeth Plimpton,SENTENCE,,,,
181894,184601,Raj, I can't believe they let him into Canada,JOKE,,,,
227764,238072,Sheldon, Oh Penny excellent I have a question about these maxi pads Are the wings truly functional or have I fallen victim to marketing hype?,JOKE~,,,,
239207,241842,???, Why are you doing with what?,JOKE,,,,
241843,245645,Sheldon, The stock boy at Walgreens was frustratingly uninformed on the subject,JOKE~,,,,
245646,248514,Penny, Sheldon what are you doing with maxi pads?,SENTENCE,,,,
248515,252217,Sheldon, I have a lady friend who will be staying with me for a few days,SENTENCE,,,,
253552,254485,Raj, What?,JOKE~,,,,
254486,266929,Sheldon, I want her to feel at home I also bought scented soaps pantyhose Midol calcium chews and what is apparently a yogurt specifically designed to regulate the female bowel,JOKE,,,,
272334,275369,Sheldon, Yes Why does that seem to flabbergast everybody?,JOKE,,,,
295052,300521,Sheldon, Shoe sales hair styles mud masks gossip about your friends Brad and Angelina,JOKE,,,,
302723,304089,Penny, Oh they're not my friends,SENTENCE,,,,
316639,320408,Sheldon, Oh good grief This isn't about you Coming,SENTENCE,,,,
321476,334652,Sheldon, One of the great minds of the 21st century is about to play host to one of the other great minds of the 21st century So pay attention Years from now my biographer might ask you about this event,JOKE~,,,,
339723,360205,Elizabeth, Dr Cooper thank goodness I completely forgot your address But then I remembered that I'd written it on my hand Lucky for me I didn't confuse it with what I'd written on my other hand which are the coordinates for a newly discovered neutron star 'Cause if I tried to go there I'd be crushed by hypergravity Anyway hello Hello Nice to finally meet you in person,SENTENCE,,,,
367079,383325,Leonard, Hilo Oops II started to say hi and then I switched to hello in the middle It came out hilo Duh Uh it's nice to meet you II've read both your books and most of your papers,SENTENCE,,,,
390666,403543,Elizabeth, No need to apologize Some of my best friends are experimental physicists Well not my best friends but I know them My best friend is a molecular chemist named Wendy I'm sorry I'm rambling,SENTENCE,,,,
403544,408311,Leonard, Hilo Are you hungry thirsty? Can I offer you anything?,SENTENCE,,,,
417451,422087,Elizabeth, Interesting choices Based on my current needs I guess I'd pick the yogurt,SENTENCE,,,,
422088,427224,Sheldon, Excellent If the yogurt works I bought some delightful scented candles,JOKE~,,,,
432562,434029,Leonard, Look it's you,JOKE~,,,,
436565,439500,Elizabeth, Thank you so much for opening up your home to me,SENTENCE,,,,
439501,446306,Leonard, Well who wants to stay in a hotel? Windows that don't open those crazy cardshaped keys,SENTENCE,,,,
447743,451178,Sheldon, No he doesn't understand I understand,SENTENCE,,,,
452381,454982,Sheldon, You're just misappropriating my understanding,JOKE,,,,
457218,466525,Leonard, I think any university would want you Except of course any university that had already had you Because they would've already wanted you before they you know got you,JOKE~,,,,
474532,477534,Elizabeth, All right I guess I am tired Good night Leonard,SENTENCE,,,,
477535,486404,Leonard, Uh sleep night I mean obously good night I started to say sleep tight then I changed my mind in the middle I swear to God I'm smart,JOKE~,,,,
489241,503819,Sheldon, Get it together man All right let me show you some of the features of the room First windows Conventional Open closed Open closed,JOKE~,,,,
518365,529440,Sheldon, In here you'll find emergency provisions An eightday supply of food and water a crossbow season two of Star Trek The Original Series on a highdensity flash drive,JOKE~,,,,
530175,533309,Elizabeth, What if there's a disaster that destroys all the USB ports?,SENTENCE,,,,
533310,536212,Sheldon, Then there's really no reason to live is there?,JOKE,,,,
536213,539047,Elizabeth, Can I ask a question about your roommate?,SENTENCE,,,,
539048,541783,Sheldon, He's an odd duck isn't he?,JOKE~,,,,
568040,581251,Sheldon, Good I'll leave you to your nighttime ablutions I've emailed you the morning bathroom schedule You'll also find a laminated copy in your welcome packet It's on the back of the emergency escape route diagram,JOKE~,,,,
582286,598232,Sheldon, Sleep well my friend You too Oh let me just get one thing It's my backup emergency supply kit The living room escape route doesn't pass through here Now good night And if there's an apocalypse good luck,SENTENCE,,,,
605304,608205,Elizabeth, I saw your light on,SENTENCE,,,,
611342,616612,Leonard, Me neither Oh look what I'm reading It's you,JOKE~,,,,
616613,618247,Elizabeth, I thought you already read it,SENTENCE,,,,
625220,627854,Leonard, Oh good Wasn't sure it was coming across,JOKE~,,,,
627855,630190,Elizabeth, What chapter are you on?,SENTENCE,,,,
631725,637327,Elizabeth, Oh the extragalactic distance ladder Want to know a little secret?,SENTENCE,,,,
645468,649807,Leonard, Really? Uh sure doesn't read that way,JOKE~,,,,
649808,663288,Elizabeth, Here let me show yo When we consider the brightness of pulsating variable stars we start to see a possible explanation for some of the discrepancies found in Hubble's constant,JOKE,,,,
663289,669626,Leonard, Wow You really make science come alive,JOKE~,,,,
701054,703488,Sheldon, Morning I trust you had a pleasant night,SENTENCE,,,,
703489,704622,Elizabeth, More than pleasant,JOKE~,,,,
709994,713231,Sheldon, Excuse me I'm going to relieve myself,SENTENCE,,,,
714433,715900,Leonard, How do you take your coffee?,SENTENCE,,,,
720272,731246,Sheldon (in bathroom), Pee for Houston pee for Austin pee for the state my heart got lost in And shake twice for Texas,JOKE,,,,
739821,746258,Sheldon, All right Elizabeth the bathroom is yours The seat is down and has been sanitized for your protection,SENTENCE,,,,
746259,749227,Elizabeth, That's very thoughtful but I think I'll finish my coffee first,SENTENCE,,,,
757734,761402,Penny, Oh good you're up Look my car won't start I need a ride to work,SENTENCE,,,,
763771,768107,Penny, No Mr smartypants I ignored the fill gas tank light,JOKE~,,,,
768108,773579,Sheldon, Leonard Penny wants to exploit any residual feelings you have for her in order to get a ride to work,SENTENCE,,,,
773580,776615,Leonard, Oh yeah sure let me just put this in a travel mug,SENTENCE,,,,
779418,790858,Penny, Oh Penny this is Dr Plimpton a leading expert on quantum cosmology Dr Plimpton Penny is a waitress who doesn't understand the role gasoline plays in the internal combustion engine,JOKE,,,,
792995,795129,Penny, Nice to meet you too Are you enjoying your stay?,SENTENCE,,,,
799667,809209,Sheldon, Good Wonderful Meaningless pleasantries accomplished Elizabeth Leonard's bathroom time is coming up and believe me you do not want to follow him,JOKE~,,,,
812980,824553,Leonard, Okay well I guess I should get dressed so I can take everyone to work You and Sheldon and Sheldon's friend Dr Plimpton who you just met Gonna be fun Like a clown car,JOKE~,,,,
825588,827255,Leonard, Yeah? What? Huh?,JOKE~,,,,
828924,832893,Leonard, Wha uh you and me? Yeah we did Not too long ago How are you doing with it?,JOKE~,,,,
832894,835061,Penny, Not as good as you apparently,SENTENCE,,,,
835062,836563,Leonard, I um I don't follow,SENTENCE,,,,
836564,842470,Penny, You know what? It's it's none of my business If you want to sleep with Sheldon's doctor buddy right after we stopped seeing each other go for it,SENTENCE,,,,
856250,859718,Sheldon, That's preposterous Tell her Leonard,SENTENCE,,,,
859719,862586,???, Well,JOKE~,,,,
864589,866523,Raj, No,JOKE~,,,,
866524,868525,Leonard, Come on It wasn't my fault,SENTENCE,,,,
875098,878033,Penny, You know what? I'm just gonna take the bus to work,SENTENCE,,,,
878034,879334,Leonard, Penny I can still drive you,SENTENCE,,,,
884606,888442,Sheldon, I must say I'm ocked by this betrayal,SENTENCE,,,,
889977,892411,Sheldon, Not Penny me,JOKE~,,,,
892412,894079,Leonard, How am I betraying you?,SENTENCE,,,,
894080,897249,Sheldon, izabeth's my friend and you're playingith her,JOKE,,,,
900786,903988,Leonard, Yeah I guess I did,JOKE,,,,
910361,911795,Howard, What the hell are you doing?,SENTENCE,,,,
914397,916264,Leonard, You still have a cold?,SENTENCE,,,,
916265,927874,Raj, Maybe but I don't care That's the great thing about Nyquil it's like tenpercent booze I call it the nighttime sniffling sneezing coughing so you can talk to girls medicine,JOKE~,,,,
927875,932277,Leonard, Are you having trouble sleeping? 'Cause boy I was up all night,SENTENCE,,,,
932278,933845,Raj, Did you get a cold too?,JOKE,,,,
939351,944955,Howard, If you want I can give you some of my mom's sleeping pills,JOKE,,,,
944956,945955,Raj, She won't notice they're missing?,SENTENCE,,,,
972411,978781,Raj, Ooh ooh Did the pigeon on your windowsill have more babies? No,SENTENCE,,,,
978782,981450,???, Were you up mang another stopmotion Legoovie?,JOKE~,,,,
982919,984219,???, 'Cause let me tell you,SENTENCE,,,,
984220,987956,Howard, it's not enough to make the Legos move they also have to capture your heart,JOKE,,,,
987957,992426,Leonard, Okay I'll give you one more clue It involved another person,SENTENCE,,,,
992427,995662,Raj, did you get a Japanese love pillow?,JOKE,,,,
996798,999899,Howard, How is a Japanese love pillow another person?,SENTENCE,,,,
999900,1003569,Raj, It is if you love her and give her a name,JOKE,,,,
1003570,1010842,Sheldon, Dr Plimpton I'd like you to meet my colleagues Dr Rajesh Koothrappali Hi and notadoctor Howard Wolowitz,JOKE,,,,
1011977,1014678,???, I'm a big fan of your work Thank you,SENTENCE,,,,
1018884,1025956,Leonard, Hey you Hey you Boy I'm kind of tuckered out How are you feeling Elizabeth?,SENTENCE,,,,
1027191,1031161,Elizabeth, I am a little tired Would you be a dear and get me a cup of coffee?,JOKE,,,,
1033999,1037134,Elizabeth, Actually now I think I want it hot brown and sweet,SENTENCE,,,,
1038002,1039202,Leonard, Coming right up,JOKE~,,,,
1046539,1048471,???, What do you mean what?  It's Halo night,SENTENCE,,,,
1048472,1051336,Raj, I can't I'm too sick Go away,JOKE~,,,,
1057609,1060410,Elizabeth, Don't send him away Let him in Who's that,SENTENCE,,,,
1060411,1062612,Raj, I bought a parrot,JOKE,,,,
1084297,1096172,Elizabeth, Not tonight Tonight you are a delivery man You brought soup but uhoh Raj and I don't have enough money to pay you So we'll have to come to some other kind of arrangement,JOKE~,,,,
1100510,1102544,Howard, Beg your pardon?,JOKE~,,,,
1102545,1109016,Elizabeth, You two figure out the details I'm going to go change into something I don't mind getting ripped off my milky flesh,JOKE~,,,,
1111085,1113286,Howard, What the frak?,JOKE~,,,,
1113287,1119957,Raj, Go away She wants New Delhi not Kosher deli Besides you have a girlfriend,SENTENCE,,,,
1119958,1121593,Howard, We broke up weeks ago,SENTENCE,,,,
1121594,1123594,Raj, Why didn't you say anything?,SENTENCE,,,,
1123595,1126463,Howard, I was waiting for the right time This is the right time,JOKE,,,,
1127431,1129199,Leonard, Hey who's ready for Halo?,SENTENCE,,,,
1129200,1132969,Raj, Oh this is like a nightmare Get lost,SENTENCE,,,,
1135305,1138074,Leonard, I don't understand Oh good,SENTENCE,,,,
1138075,1139642,Elizabeth, Leonard's here,JOKE~,,,,
1143713,1151517,Elizabeth, What's going on is you and Howard are my moving men and Raj is my new landlord and I don't have enough money to pay any of you,JOKE,,,,
1156857,1160493,Howard, Yep Welcome to the Penthouse Forum,JOKE,,,,
1160494,1162527,Raj, Okay show of hands Who's up for this?,JOKE,,,,
1163529,1165931,Leonard, We'll all be naked in front of each other,SENTENCE,,,,
1165932,1168666,Howard, I'm out,JOKE~,,,,
1171403,1178208,Raj, Follow my lead Almost We're we're going to go out into the hallway and uh make a dramatic entrance,SENTENCE,,,,
1178209,1181008,Elizabeth, Oh good It's so much better when everyone commits,JOKE~,,,,
1181009,1182974,Raj, Run Run run run Don't look back,SENTENCE,,,,
1182975,1185175,Leonard, I thought we had something special,JOKE~,,,,
1190247,1192648,Raj (locks door), So you say you can't pay your rent,JOKE,,,,
1206628,1216435,Leonard, Thanks It's really hard to find these in his size So listen I've been meaning to talk to you about the other morning,SENTENCE,,,,
1216436,1219538,Penny, You mean you and Dr Slutbunny?,JOKE~,,,,
1219539,1221806,Leonard, Yeah I wanted to explain,SENTENCE,,,,
1221807,1223841,Penny, Well you don't owe me an explanation,SENTENCE,,,,
1226111,1227878,Leonard, So you're not judging me?,SENTENCE,,,,
1227879,1233149,Penny, Oh I'm judging you nine ways to Sunday but you don't owe me an explanation,JOKE,,,,
1233150,1238020,Leonard, Nevertheless I'd like to get one on the record so you can understand why I did what I did,SENTENCE,,,,
1239189,1242923,???,   by <font color=#00FF00>elderman</font>   for <font color=#00FFFF>wwwaddic7edcom</font> ,JOKE,,,,
2002,3737,Leonard, Okay we've got power to the laser,JOKE,,,,
4671,6839,Sheldon, I should've brought an umbrella,SENTENCE,,,,
7211,8511,Leonard, What for? It's not going to rain,SENTENCE,,,,
8512,14450,Sheldon, I know that but with skin as fair as mine moon burn is a real possibility,SENTENCE,,,,
16152,18820,Sheldon, One of my best don't you think?,SENTENCE,,,,
48196,50285,Sheldon, Leonard Leonard What is that? What is that?,SENTENCE,,,,
50286,53586,Leonard, Relax it's just a dirty sock,SENTENCE,,,,
53587,58473,Sheldon, How on earth can you say dirty sock and relax in the same sentence?,SENTENCE,,,,
58474,62951,Leonard, Sheldon the world is filled with dirty discarded socks,SENTENCE,,,,
66832,70035,Leonard, Hey you know who'd really dig seeing this experiment? Penny,SENTENCE,,,,
70036,80307,Sheldon, I wasn't aware that lunar ranging was her thing Although I suppose the retroreflector left on the moon by Neil Armstrong does qualify as a shiny object,SENTENCE,,,,
81181,82860,Raj, Why don't you ask her to come up?,SENTENCE,,,,
82861,85140,Leonard, I don't know it's still a little weird since you know,SENTENCE,,,,
85141,86780,Howard, She dumped you? She didn't dump me,SENTENCE,,,,
86781,89798,Leonard, We were just in different places in the relationship,SENTENCE,,,,
105790,108472,Leonard, Screw you guys I'm gonna go see if she's home,SENTENCE,,,,
112159,117849,Raj, Wait a second The good wife is crying Something's very wrong,SENTENCE,,,,
147025,148325,Penny, Oh hi What's going on?,SENTENCE,,,,
148392,151194,Leonard, We're up on the roof bouncing laser beams off the moon,SENTENCE,,,,
153297,157699,Leonard, It's pretty cool We've got a twometer parabolic reflector and everything I thought you might want to see it,SENTENCE,,,,
164938,168575,Penny, Uh Leonard this is Zack Zack Leonard Hey,SENTENCE,,,,
168576,170807,Leonard, Oh sorry I didn't know you were busy Maybe another time,SENTENCE,,,,
171806,173398,Zack, Hey I want to see this laser thing,SENTENCE,,,,
173399,175118,Penny, Oh but what about the party?,SENTENCE,,,,
175119,181174,Zack, It's a surprise party doesn't matter when we get there,JOKE,,,,
181175,190233,Leonard, Okay well yeah come on up So how'd you two guys meet?,SENTENCE,,,,
190836,197270,Zack, My company designs the menus for the Cheesecake Factory Your company? Well my dad but but me and my sister are VPs,JOKE~,,,,
201667,204687,Zack, I know it sounds easy but there's a lot of science that goes in designing one,JOKE,,,,
216009,220886,Sheldon, Thank you Raj keep an eye out for the other one,SENTENCE,,,,
228721,241899,Sheldon, Yes In 1917 when Albert Einstein established the theoretic foundation for the laser in his paper Zur Quantentheorie der Strahlung his fondest hope was that the resultant device be bitchin',SENTENCE,,,,
260706,264985,Zack, One question How can you be sure it won't blow up?,SENTENCE,,,,
271039,273512,Sheldon, See now this is a man for Penny,SENTENCE,,,,
274700,276958,Leonard, That's a great question Zack,SENTENCE,,,,
280119,288531,Sheldon, It's not a great question How could somebody possibly think we're going to blow up the moon? That's a great question,SENTENCE,,,,
289351,292777,Leonard, Don't worry about the moon WeWe set our laser to stun,SENTENCE,,,,
306971,315950,Leonard, Right Uh funny Uh that device there will measure the photons that return and let us see it on this computer Raj get them some glasses,SENTENCE,,,,
315951,318309,Zack, Cool it's gonna be in 3D?,SENTENCE,,,,
324951,327910,Howard, Preparing to fire laser at the moon,SENTENCE,,,,
333631,335117,Howard, There it is There's the spike,SENTENCE,,,,
365504,368682,Sheldon, I was wrong Penny can do better,SENTENCE,,,,
368683,371089,Penny, Okay guys thank you it's been fun Yeah thanks,SENTENCE,,,,
371090,374301,Zack, Should we invite them to the party? No just keep walking,SENTENCE,,,,
376651,379644,Sheldon, He must be very skilled at coitus,SENTENCE,,,,
382119,390530,Raj, I'm telling you dude the only way to feel better about Penny going out with other guys is for you to get back on the whores,JOKE,,,,
393691,394743,Raj, What?,JOKE~,,,,
394744,398843,Howard, The phrase is get back on the horse not whores,JOKE,,,,
401669,414327,Howard, No it's not Never mind He is right though If you want I can turn you on to this great new dating site I found No thanks You sure? They say they can find a match for anybody,SENTENCE,,,,
414970,416542,Leonard, Have they found a match for you?,SENTENCE,,,,
416543,423370,Howard, Tons I've had like eight dates in the last month And 12 if you count the ones who showed up and left,JOKE~,,,,
431886,438496,Sheldon, Thank you Lift with your knees not your back Good night,SENTENCE,,,,
440830,445842,Raj, You know what would be fun? Signing Sheldon up for online dating,SENTENCE,,,,
446849,453448,Raj, No think about it We make it an experiment Like when Frankenstein's monster was lonely and he found a wife,JOKE~,,,,
453449,459208,Howard, He didn't find a wife They built him a wife out of dead body parts,JOKE~,,,,
460153,462307,Raj, Okay we'll call that plan B,JOKE,,,,
473382,476317,Penny, Damn you you rat bastard,JOKE,,,,
478019,481488,Penny, Zack was a perfectly nice guy and then you ruined him,SENTENCE,,,,
481589,483256,Leonard, How did I ruin him?,SENTENCE,,,,
483384,488221,Penny, 'Cause in the olden days I never would've known he was so stupid,JOKE,,,,
493137,496072,Penny, Yes he was He thought you were gonna blow up the moon,SENTENCE,,,,
495864,498831,Leonard, Okay yeah he's stupid,JOKE~,,,,
500310,505847,Penny, He spent the entire night bragging about how he invented the word appeteasers,JOKE,,,,
508751,511118,Leonard, How is that my fault?,SENTENCE,,,,
511119,515522,Penny, You have destroyed my ability to tolerate idiots Now come with me,SENTENCE,,,,
518125,520326,Leonard, Why? I mean okay,JOKE~,,,,
523730,525664,???, Put on your noise canceling headphones,SENTENCE,,,,
525665,527832,Penny, 'cause it's gonna get loud,JOKE,,,,
529401,554395,Sheldon, Oh Not this again In what universe is this lowpulp? Good morning Penny,JOKE~,,,,
554396,557130,Penny, What do you have eyes in the back of your head?,JOKE~,,,,
557131,573214,Sheldon, When one gets beaten up every other day in school one of necessity develops a keen sense of hearing Incidentally one can get beaten up in school simply by referring to oneself as one I'm making English muffins Would you like an English muffin?,SENTENCE,,,,
573215,575750,Penny, Oh thanks I'm not hungry FYI,SENTENCE,,,,
575751,579649,Sheldon, my noisecanceling headphones proved ineffective last night,JOKE,,,,
579650,585350,???, Yeah sorry about that As a native Texan I must say I've never heard the phrase yeehaw,SENTENCE,,,,
585351,587418,Sheldon, used in quite that context,JOKE,,,,
592523,611542,Sheldon, That I've heard on multiple occasions In what universe is that lightly toasted? This has to be the worst day of my life Good morning Leonard,SENTENCE,,,,
611543,614745,Leonard, How many times have I asked you not to do that?,JOKE~,,,,
614746,618614,Sheldon, Counting this instance? 317,JOKE,,,,
621050,628054,Sheldon, She returned to her apartment I presume to shower and vomit Not necessarily in that order,JOKE~,,,,
628055,629823,Leonard, I wonder why she didn't say goodbye,SENTENCE,,,,
629824,634827,Sheldon, Are you expecting me to offer an explanation of human behavior?,JOKE~,,,,
634828,639465,Leonard, I know I just thought as an outsider you might be able to provide a fresh perspective,JOKE,,,,
643236,647906,Sheldon, I have no difficulty believing you're not butter,JOKE,,,,
652111,654045,Penny, Um I gotta run Early shift,SENTENCE,,,,
654046,657716,Leonard, Okay I'll walk down with you So last night was fun huh?,SENTENCE,,,,
662553,666688,Leonard, Bummer Anyway I was thinking tonight maybe we could catch a movie,SENTENCE,,,,
666689,668589,Penny, Oh yeah tonight's not great for me,SENTENCE,,,,
668590,672392,Leonard, Doesn't have to be tonight I'm free pretty much always,JOKE~,,,,
672393,675261,Penny, Leonard last night was a mistake,SENTENCE,,,,
681333,687338,Penny, Look I'm sorry I was drunk I was lonely I hated Zack Can we just forget it ever happened?,SENTENCE,,,,
687339,693009,Leonard, No it's pretty well imprinted on my brain Especially the whole rodeo thing,SENTENCE,,,,
694678,697579,Leonard, So that's it? Wham bam thank you Leonard?,SENTENCE,,,,
697580,700148,Penny, Look I said I'm sorry Can't you please let it go?,SENTENCE,,,,
700149,709157,Leonard, How am I supposed to let it go? You used me for sex Morning Mrs Gunderson,SENTENCE,,,,
710726,723503,???, Or should I say yeehaw? Holy crap What?,SENTENCE,,,,
723504,727707,Raj, We finally have proof that aliens walk among us,JOKE~,,,,
731711,734412,Howard, You're kidding An actual woman?,SENTENCE,,,,
734413,737713,Raj, Yeah look Breasts and everything,JOKE~,,,,
737714,740982,Howard, Trust me breasts doesn' necessarily mean woman,JOKE~,,,,
740983,743350,Raj, Since when? I'll show you a picture,SENTENCE,,,,
751426,758364,Leonard, Great Maybe she can have sex with him and then walk out on him the next morning without so much as a How do you do?,JOKE~,,,,
758365,759798,Raj, Do you know what he's talking about?,SENTENCE,,,,
759799,760999,Howard, Nope Why don't you ask him?,SENTENCE,,,,
761000,762167,Raj, Leonard what are you talking about?,SENTENCE,,,,
762168,763369,Leonard, I don't want to talk about it,SENTENCE,,,,
765706,771842,Howard, Whatever Right now Dr Sheldon Cooper has to send an email to his perfect match,SENTENCE,,,,
771843,775111,???, Greetings fellow lifeform,JOKE~,,,,
777848,790629,Leonard, If she can do it I can do it If she can do it I can do it If she can do it I can do it I can't do it Hello? Oh hi Hey Hi Leslie,JOKE~,,,,
792398,794432,Leslie, Leonard Hofstadter What're you doing here?,SENTENCE,,,,
805437,812640,Leonard, Uh not bad You remember when we used to have sex and you said that it didn't mean anything it was just for fun?,SENTENCE,,,,
813642,817078,Leonard, You uh want to do that again?,JOKE,,,,
820622,825591,Leonard, She didn't dump me We were just in different places in the relationship Right,SENTENCE,,,,
827961,832664,Leonard, it's okay to go back to people you're no longer seeing and have recreational sex with them,SENTENCE,,,,
833599,836334,Leonard, So what do you say?,JOKE~,,,,
836335,838469,Leslie, Let me think about it,JOKE~,,,,
849779,853948,Raj, Uhoh She wants to meet us,JOKE~,,,,
855484,857885,Raj, Yes but him doesn't even know about her,JOKE~,,,,
857886,860987,Howard, Well him about to find out about her,JOKE~,,,,
860988,863256,Raj, Really? Us gonna tell him?,JOKE,,,,
868028,872097,Sheldon, Your surprise confuses me I live here,JOKE,,,,
880805,883507,Sheldon, That's not afternoon That's preevning,JOKE,,,,
900758,908658,Sheldon, Well tomorrow's Saturday Saturday night is laundry night So I'll be spending the preevning presorting and presoaking,JOKE~,,,,
908659,916930,Howard, Okay what if I were to tell you tomorrow at 430 you could meet a woman who has been scientifically chosen to be your perfect mate?,SENTENCE,,,,
916931,924069,Sheldon, I would snort in derision and throw my arms in the air exhausted by your constant tomfoolery,JOKE,,,,
937548,944987,Sheldon, Please Even assuming you could answer any question the way I would the algorithms used by matchmaking sites are complete hokum,SENTENCE,,,,
944988,948890,Howard, And that's exactly the answer we gave to the question What is your attitude towards online dating?,SENTENCE,,,,
948891,956563,Raj, Howard wanted to write mumbo jumbo but I said no Our Sheldon would say hokum,JOKE,,,,
958466,960933,???, Come on where's your scientific curiosity?,SENTENCE,,,,
973079,977882,Sheldon, He didn't date It was pon farr His blood boiled with mating lust,JOKE~,,,,
977883,984622,Howard, Well whywhy don't you start with a cup of coffee and you can pon farr Amy Farrah Fowler later,JOKE,,,,
986158,988124,Howard, All right you can have a hot chocolate,SENTENCE,,,,
988125,996260,Sheldon, As I will not be engaging in this nonsense my choice of beverage is moot But for the record I only drink hot chocolate in months with an R in them,JOKE~,,,,
997896,1000064,Sheldon, What's life without whimsy?,JOKE,,,,
1001833,1004534,Howard, Okay I'm out,JOKE~,,,,
1009771,1022780,Raj, Sheldon I've hidden the dirty sock from the roof somewhere in your apartment Unless you are willing to come with us to meet this girl it will remain there forever,JOKE,,,,
1026150,1028317,Raj, Are you willing to risk it?,JOKE~,,,,
1029219,1031620,Sheldon, Curse you,JOKE~,,,,
1053410,1056312,Leonard, 30 feet,JOKE~,,,,
1065554,1076760,Leonard, I was a perfectly happy geeky little lonely guy and you ruined me Are you drunk? Come on We're gonna have sex and it's not gonna mean a thing,SENTENCE,,,,
1076761,1080229,Penny, Are you out of your mind?,JOKE~,,,,
